,rating,ulasan,label
867,5/5,"Lokasi di Jalan Malioboro, stafnya cekatan. Kamarnya bersih dan makanannya cukup lengkap dan enak.",Positif
868,5/5,"Hotel yang sangat bagus, pelayanannya juga bagus. Recomended deh, ditambah fasilitasnya juga lengkap",Positif
869,5/5,membersihkan. strategis. nyaman.,Positif
870,1/5,"Menyebalkan sekali, pelayanan resepsionis sangat buruk, saya buang-buang waktu, menyesal datang ke sini, padahal saya berniat menyewa suite",Negatif
871,5/5,"Staf hotel yang ramah, Tinggal jalan kaki saja ke Malioboro dan sekitarnya.",Positif
872,5/5,Desain hotel unik dan dekat dengan pusat kota. Pelayanannya juga sangat bagus. Jangan menyesalinya sama sekali,Positif
873,5/5,"staf ramah, pelayanan ok, menu variatif, lokasi strategis, sangat recomended, terima kasih Aveta Hotel",Positif
874,5/5,"Pelayanannya bagus, terbaik. Kacamata saya hilang namun ternyata disimpan demi keamanan oleh resepsionis. Apakah ini yang terbaik????",Positif
875,5/5,"Desain interiornya cantik dan minimalis. Aveta Hotel Malioboro juga merupakan salah satu hotel terbaik untuk kawasan sekitar Malioboro. Lokasinya dekat dengan Malioboro tentunya, tugu dan stasiun.",Positif
876,5/5,"Nyaman karena nyambung dengan jalan Malioboro, ada live music buat saya yang suka nyanyi, okelah, saya juga terhibur",Positif
877,1/5,"Pelayanannya kurang memuaskan, kami datang, rombongan sudah jauh"" hari booking teman saya kelas 2 tidak dapat kamar, menunggu 1 jam lebih baru tersedia, padahal depan kamar saya 1 baris kosong semua kenapa tidak dikasih, tapi malah ada tattoo di lantai 6, lama banget nunggunya sampai.",Negatif
878,5/5,"Tempatnya nyaman banget, area hotelnya bersih, nyaman, oke pokoknya next time kesini lagi",Positif
879,1/5,"Pelayanannya kurang, istri saya menginap tanpa handuk dan akhirnya pindah kamar, pas pindah ditanya bawa handuk atau belum, malu, istri saya ditanya di depan orang tentang handuk, dicek ulang kamarnya sebelum tamu datang, dan harusnya resepsionis bilang kalau mau pindah kamar malah ditanya tentang handuk.. parahnya lagi, saat check out tidak ada kata maaf, sangat kecewa.",Negatif
880,5/5,Kamarnya bersih dan nyaman layanan yang ramah Direkomendasikan untuk menginap bersama pasangan,Positif
881,4/5,"Harganya sangat terjangkau, nyaman dan bersih, dekat dengan pusat kota sehingga memudahkan kita yang ingin berlibur ke kawasan wisata??",Positif
882,5/5,"Kamarnya nyaman, aksesnya mudah, stafnya ramah, pemandangannya juga bagus Jangan menyesal memesan di sini",Positif
883,5/5,"Hotelnya di lokasi yang strategis, kamarnya bersih & nyaman, sarapannya lengkap & enak...",Positif
884,5/5,"Interior kamar bagus, suasana tempat oke, respon resepsionis dan room service baik, sarapannya enak",Positif
885,3/5,"Hotelnya bagus, strategis, sangat cocok untuk menginap di hotel ini, kalau mau ke malioboro keluar saja dari hotel dan tengah suasana malioboro, tapi sayang securitynya kurang ramah dan sangat mengecewakan, tidak bisa membedakan apakah Anda tamu atau bukan, berbeda dengan security di hotel lain, lebih ramah dan akrab dengan tamu dan orang luar, tapi saya paham mungkin dengan hotel yang baru berdiri dan belum ada disiplin keamanannya, mudah saja. bisa lebih profesional lagi, saya yakin masih bisa diperbaiki..., oke makasih...??",Positif
886,5/5,"Kamar bersih, pelayanan ramah, lokasi mudah diakses, recomended untuk menginap",Positif
887,5/5,"Kamarnya bagus dan bersih, nyaman sekali istirahat disini. Pelayannya sangat ramah dan sopan.",Positif
888,5/5,"Tempatnya bagus, nyaman, bersih. Pelayanannya ramah. Harganya juga terjangkau. Cocok untuk staycation",Positif
889,3/5,"Konstruksi bangunannya kurang bagus, karena toilet di kamar 702 tidak mengarah ke hilir sehingga air kamar mandi merembes keluar dari kamar mandi.",Negatif
890,5/5,"Saya sudah dua kali menginap disini, dan ingin menginap disini lagi kalau ke yogya, lokasinya strategis",Positif
891,5/5,Kamarnya juga bersih dan luas. kamar mandinya bersih dan sangat nyaman. Resepsionis hotel sangat ramah,Positif
892,5/5,Hanya menghabiskan satu malam tapi itu adalah pengalaman hebat. Kamarnya bagus dan pelayanan stafnya juga sangat baik dengan harga yang terjangkau. Pasti akan kembali,Positif
893,5/5,"Kamarnya bersih, rapi, pelayanannya juga sangat baik..recomended hotelnya kalau ke jogja...",Positif
894,5/5,"Kebersihan, pelayanan, sarapan sangat memuaskan..ada kolam renangnya juga, pemandangannya bagus banget, next time bakal kesini lagi, recomended banget..",Positif
895,5/5,"Datang ke sini karena dapat pekerjaan nyetir, 4 hari berturut-turut, antar jemput di hotel, lobi hotel masuk gang kecil, agak ekstrim tapi okelah ada satpam yang membantu, soalnya pas keluar harus balik turun.",Positif
896,4/5,"Kamar oke, pelayanan oke, lokasi bagus, tapi wifi agak lambat. TV belum menjadi TV pintar",Negatif
897,5/5,"Tempat yang bagus untuk menginap atau berlibur bersama keluarga Kamarnya luas dan bersih, ada kolamnya yang bagus untuk bermain anak-anak",Positif
898,5/5,"Hotel nyaman dan recomended, dekat dengan tempat wisata di jogja, pelayanan bagus",Positif
899,5/5,"Desain hotelnya modern, kamarnya bersih, terawat, dan karyawannya sangat ramah. Sarapannya sangat bervariasi, ada makanan asia, makanan barat dan makanan tradisional.",Positif
900,5/5,Tempat yang sangat bagus untuk dijelajahi di sekitar pusat kota. Layanan & keramahtamahan yang luar biasa. Cuma yang dapat bintang 4 untuk lokasinya agak bising karena tepat di tengah kota.,Positif
901,5/5,"Hotel langganan kami sekeluarga kalau ke jogja,...nyaman,...bersih, pegawainya juga ramah, sering nginep jadi kenal sama pegawai dan securitynya??",Positif
902,4/5,"Hotelnya bagus, terletak di jantung kota jadi dekat kemanapun mau pergi. Hotel terbaik.",Positif
903,5/5,"Sangat puas dengan semua pelayanan di hotel ini, next trip saya akan menginap disini lagi",Positif
904,5/5,"Kamarnya bersih, akses ke Malioboro sangat dekat, sarapannya juga enak dan masakannya beragam......tapi akses ke tempat parkir sempit",Positif
905,5/5,"Hotel nyaman, kamar luas dan staf sangat ramah. Cocok sekali untuk keluarga yang ingin berlibur ke Jogja",Positif
906,5/5,"Letaknya dekat dengan Malioboro, menyenangkan sekali jika ingin jalan-jalan santai di Malioboro tapi dekat akomodasi, pelayanannya top dan bikin betah ????????",Positif
907,5/5,"Cocok untuk liburan keluarga, cuma jalan masuknya sempit",Positif
908,4/5,"Kamarnya luas, terang dan bersih. Parkir sempit tapi lembah membantu. Kamar mandinya kering jadi agak susah ambil air wudhu..",Positif
909,5/5,"Luas, nyaman, aman, sangat recomended bagi yang bermalam di jogja dengan suasana tenang dan fasilitas lengkap.",Positif
910,5/5,Hotel terbaik di Jalan Malioboro..Pintu ke Surga..Staf yang sangat baik dan membantu..Hari terakhir saya dibantu oleh Pak Firdaus..Orang yang sangat baik & baik hati..Senang bisa kesini lagi...,Positif
911,5/5,Lokasi strategis dekat Malioboro. Kamarnya bersih dan fasilitasnya bagus,Positif
912,5/5,parkir luas kamar nyaman sarapan enak terbaik,Positif
913,5/5,"Tempatnya bersih, ramah lingkungan juga, viewnya bagus, dan lokasinya strategis sangat membantu?",Positif
914,5/5,"Interiornya unik, suasananya nyaman, pelayanannya cukup baik... kawasannya cukup strategis... Saya merekomendasikan hotel ini... overall??????",Positif
915,5/5,"Lokasi sangat strategis, di jalan utama Malioboro tepat di samping mall. Kamarnya bersih dan nyaman, stafnya membantu dan mau membantu bolak-balik meninggalkan ASIP di freezer??",Positif
916,2/5,"Tempat parkir kurang, mau berangkat 2 kali petugas yang ambil mobil lambat sekali, saya nunggu 1 jam masih diambil, tapi setelah saya pencet kunci, mobil masih tersimpan di lemari.",Negatif
917,5/5,"Lokasinya strategis banget dan yang penting hotelnya bersih, sarapannya enak...",Positif
918,5/5,"Hotel di Malioboro dekat Malioboro Mall, lokasi strategis jadi tidak perlu khawatir jalan kaki ke Malioboro, makanan enak, desain hotel bagus, tersedia handuk di kolam renang",Positif
919,5/5,"Kamarnya bersih, pemandangannya oke, pelayanannya bagus, fasilitasnya oke banget. Menyarankan",Positif
920,5/5,"Hotel dengan lokasi strategis di jalan Malioboro, pelayanan ramah, kamar bersih dan rapi",Positif
921,4/5,Kamarnya bagus dan bikin serasa private room..pelayanannya juga ramah??????,Positif
922,5/5,"Hotelnya keren, kamarnya nyaman dan luas serta pelayanannya ramah, yang penting lokasinya sangat strategis",Positif
923,4/5,"Lokasi sangat strategis, mudah jika ingin explore Malioboro. Semua staf sangat ramah. Akan kembali ke sini lagi",Positif
924,1/5,Tidak ada pancuran mini di kamar. Saya memesan kamar dengan tempat tidur ganda tetapi ketika saya sampai di sini mereka mengatakan kamar dengan tempat tidur ganda tidak tersedia saat ini karena mereka sedang melakukan pemeliharaan oleh karena itu saya harus mengambil kamar yang memiliki 2 tempat tidur single dan juga tidak ada pengering rambut.,Negatif
925,4/5,"Kamarnya bersih, keamanannya bagus, pelayanannya juga bagus, parkirnya bisa valet, cuma makanannya agak kurang enak.",Positif
926,4/5,"Hotel mewah dengan kolam renang untuk anak"", tempatnya nyaman dan aman, makanan disini juga enak""",Positif
927,4/5,"kamarnya bagus, ada balkon di setiap kamar Lokasinya bersebelahan dengan DNF Malioboro Mall jadi pas banget di pusat kota.. nyaman..",Positif
928,5/5,"Senang sekali menginap di Hotel Aveta ini, semua staff hotelnya ramah dan pelayanannya memuaskan, makanannya juga enak Bagus",Positif
929,5/5,"Hotelnya strategis, fasilitasnya oke, kamarnya bagus, recomended",Positif
930,4/5,"Tempatnya strategis, di kawasan Malioboro. Bangunan unik, kamar bersih dan nyaman. Direkomendasikan untuk dikunjungi",Positif
931,5/5,"Lokasi strategis, kamar bersih wangi, staf ramah dan bertanggung jawab. Bisa jadi langganan kalau ke Jogja.",Positif
932,5/5,"Hotel strategis, bersih dan full AC, pelayanan bagus dan harga sangat terjangkau",Positif
933,5/5,"Tempatnya super nyaman, bersih, pelayannya cepat banget. Tingkat keamanannya juga sesuai. Harganya juga tepat.",Positif
934,5/5,"Tempat nyaman, kamar bersih, kolam renang, lokasi strategis",Positif
935,5/5,"Bagus sekali, dekat dengan Malioboro! Kamarnya sesuai harga dan recomended buat yang berlibur.",Positif
936,4/5,"Hotelnya masih baru tanggal 17-8-2019, pegawai dan pelayanannya masih dalam proses penyesuaian, kamarnya masih baru, masakannya enak banget untuk kelas masakan lokal...",Positif
937,5/5,"Kamar bersih, layanan hebat, dan lokasi excellend bagus. Rekomendasi bagus!!",Positif
938,5/5,"Bersih, nyaman, menu sarapan beragam, staf ramah... the best pokoknya??????????",Positif
939,5/5,"Hotel Palin terdekat di kawasan Malioboro, kamar bersih nyaman, pelayanan memuaskan dan staf ramah, happy. Terdapat restoran, kafe, kolam renang yang terletak di bagian atas",Positif
940,4/5,"Posisi hotel lumayan di jalan Malioboro, dekat mall, tapi pertama kali kesana bingung cari lobi dan resepsionisnya, karena letaknya di atas di lantai 8",Positif
941,4/5,Lokasi strategis karena berada di jantung kota Jogja. Pelayanan oke. Harganya worth it dengan pelayanan dan tempatnya.,Positif
942,5/5,"bersih banget hotelnya, keramahtamahannya 10000/10??, keluar hotel langsung dari Malioboro, masuk parkiran mobil lewat gang kecil, tapi untuk parkirnya tenang saja, selalu tersedia parkir lembah & basementnya juga besar untuk mobil & motor. Pasti bakal balik ke Aveta lagi kalau ke Jogja!!",Positif
943,5/5,Hotel dengan pelayanan super mewah yang mengutamakan kenyamanan tamu bagaikan raja dan ratu.. ayo.. ayo.. ayo..,Positif
944,5/5,"Lokasi sangat strategis, pelayanan juga ramah dan nyaman, tempat menginap sangat recomended",Positif
945,5/5,"Tempatnya luar biasa bagus, nyaman, bersih, segar sekali Nyaman banget, pelayanannya ramah dan cepat",Positif
946,5/5,"Surganya, variasi menu lengkap, makanannya enak, staf hotelnya ramah",Positif
947,5/5,"Kamarnya bersih, rapi, stafnya ramah, lokasinya dekat sekali dengan pusat kota jogja.",Positif
948,5/5,Hotelnya bersih dan cukup luas. Wajib banget menginap disini kalau ke Yogya,Positif
949,4/5,"Hotel bintang 3 yang sangat nyaman, dengan fasilitas yang baik dan bersih. Pelayanannya juga ramah",Positif
950,5/5,Hotel strategis tepat di tengah Malioboro Square. Kamarnya luas dan nyaman.,Positif
951,5/5,Lokasi strategis. Sangat cocok untuk menikmati Malioboro kapan saja dalam waktu 24 jam,Positif
952,5/5,"Hotelnya bagus dan strategis, lokasinya pas banget di kawasan jalan utama Malioboro jadi tidak perlu naik kendaraan untuk menuju kesana. Dekat dengan Stasiun Tugu, sekitar 10-15 menit dari Jalan Tugu jika berjalan kaki. Hotelnya berada di sebelah selatan mal Malioboro, cocok sekali untuk wisata kuliner karena hotel ini berada di jantung kota Yogya. Stafnya juga baik dan ramah",Positif
953,4/5,"Kamar bersih lumayan bagus, ada kolam renang untuk anak",Positif
954,5/5,"Hotel dengan harga bersahabat di kantong, kualitas bintang 5 terbaik, pokoknya hotel strategis terbaik di Malioboro",Positif
955,5/5,"Tempatnya nyaman, asri dan bersih, pegawainya ramah, kalau ke jogja wajib banget menginap disini??",Positif
956,4/5,"Lokasi strategis, room service oke. Cocok untuk yang mau liburan atau kesembuhan??",Positif
957,3/5,"Hanya soft opening, tidak ada papan nama hotel, konstruksi di mana-mana, hampir tidak ada dekorasi atau apa pun?? Gambar yang dipasang di traveloka palsu, menurutku itu rendering 3D..Lokasinya di Malioboro, pas di sebelah Malioboro Plaza..Makanannya enak, tidak manis sama sekali..Kamarnya bagus, showernya bagus..",Negatif
958,5/5,"tempat yang bagus. cocok untuk staycation bersama teman atau keluarga. layanannya bagus. tempatnya bersih, rapi. ada fasilitas kolam renang dan tempat sarapan juga.",Positif
959,5/5,"Fasilitas hotelnya sangat nyaman, makanannya enak, cocok untuk bawa keluarga.",Positif
960,4/5,"Kamar nyaman, makanan enak, posisi strategis, tapi view balkonnya kurang :)",Positif
961,4/5,Lokasinya sangat dekat dengan Malioboro sehingga banyak wisatawan yang datang ke Malioboro. Tentu saja itu menjadi salah satu pilihan untuk menginap di sini,Positif
962,4/5,"Tempat yang sangat direkomendasikan. Bagi yang ingin berlibur ke Jogja, Aveta Hotel bisa jadi pilihan tepat?",Positif
963,5/5,"Kamar luas dan bersih, staf hotel ramah, nyaman",Positif
964,5/5,"Lokasi strategis sebelah Malioboro Mall, kamar bersih, tempat parkir cukup luas.",Positif
965,5/5,Hotel dengan suasana santai yang dikelilingi pusat perbelanjaan makanan dan souvenir kamarnya luas dan nyaman,Positif
966,5/5,"Rekomendasi banget, di tengah pusat Malioboro sebelah mall juga.. Puas menginap di Aveta.. Besok ke jogja, menginap disini lagi",Positif
967,5/5,Cocok untuk menginap sekeluarga saat berlibur dengan akses dekat dan makanan banyak,Positif
968,5/5,"Kamar luas, kolam renang di lantai atas, cafe di lantai bawah, dan lokasi tepat di sebelah Malioboro Mall. Apa lagi yang ingin kamu tanyakan? ????.",Positif
969,5/5,"Lokasi sangat strategis dan cocok untuk keluarga, serta pelayanan sangat baik. Terima kasih, sukses selalu",Positif
970,5/5,"Hotel dengan lokasi yang sangat strategis, namun sayangnya menu sarapannya kurang bervariasi",Negatif
971,5/5,"Hotel terjangkau untuk kalangan menengah ke bawah, apalagi asik, cocok untuk hiburan keluarga.",Positif
972,5/5,"Naman bersih dan enak buat keluarga, lokasi strategis jadi yang ke jogja wajib menginap disini... asik banget",Positif
973,4/5,Hotel di tengah kota Yogyakarta dengan harga terjangkau. Fasilitas kamar lengkap.,Positif
974,1/5,"Parah sekali... Yang menawarkan ganti kamar katanya disuruh menunggu, tapi kembali ditelepon petugas. Terima kasih atas pelayanan prima tanpa ada tindakan nyata. Jika Anda hanya berbicara, Anda dapat melakukan apa saja",Negatif
975,5/5,"pilihan yang tepat untuk liburan bersama keluarga, tempatnya nyaman, pegawainya sangat ramah, tempatnya sangat nyaman. maukah kamu kembali lagi??",Positif
976,5/5,"Tempatnya dekat dengan Malioboro, dua langkah dari pintu hotel",Positif
977,5/5,Lokasi sangat strategis dekat pusat perbelanjaan dan kamarnya nyaman,Positif
978,5/5,Kamar dan pelayanannya sangat memuaskan. Lokasi sangat strategis di jantung kota Jogja. Tepatnya di Jalan Malioboro.,Positif
979,5/5,"Lokasi strategis, pelayan ramah, harga terjangkau dengan fasilitas wow",Positif
980,5/5,"Kamar dan akomodasi sangat bagus, harga terjangkau dekat kemana-mana, best...",Positif
981,5/5,"Lokasinya bagus banget dan strategis, kamarnya juga bersih dan pasti recomended",Positif
982,5/5,"Kamar bersih dan wangi hotel baru, pelayanan sangat memuaskan",Positif
983,5/5,Hotelnya strategis dan strategis...kalau ke malioboro tidak ada lawannya,Positif
984,5/5,"HOTELNYA NYAMAN SANGAT, suasananya juga homey, cocok buat bawa keluarga staycation kesini! SANGAT MEREKOMENDASIKAN????",Positif
985,5/5,Salah satu hotel yang berlokasi di Jalan Mlioboro ini sangat cocok dan khusus bagi Anda yang ingin menikmati suasana sepanjang Jalan Malioboro Jogjakarta,Positif
986,3/5,"Diminta pengering rambut dan setrika, harus menunggu 3 kali di telepon dulu. Not recomended selain lokasinya yang strategis.",Negatif
987,5/5,Kamarnya bagus Lokasinya sangat tepat Makanannya juga sangat enak ??,Positif
988,3/5,"untuk pertama kalinya *3 saja, sekedar saran untuk memperhatikan dan memperbaiki saluran pembuangan kamar mandi yang tersumbat (610)",Negatif
989,5/5,Tinggal di sini terakhir kali saya pergi ke Malioboro dan saya suka tempatnya Dekat dengan mal dan banyak makanan di sekitar Kamarnya bersih dan rapi Sejauh ini tempat yang bagus untuk menginap,Positif
